Zoning_Subdistrict,Zoning_District,Article,Map_Number,Subdistrict_Type,Subdistrict_Use,Unique_Code,Condition_Number,Condition_Text,Additional_Restrictions_or_Foot,Municode_Reference_to_Restricti,Max_FAR,Max_Height,Front_Setback,Side_Setback,Rear_Setback,Max_Dwelling_Units_Per_Area,Max_Number_of_Floors,Dwelling_Units_Factor,Amendment_Number,Latest_Amendment_Effective_Date,Color_Hex_Code,Urban_CustomID,Urban_Name,Comments,created_user,created_date,last_edited_user,last_edited_date,Shape_Length,Shape_Area,shape_wkt
BRAINTREE STREET LI-1,Allston/Brighton Neighborhood,51,7A-7D,Local Industrial,Industrial,Art51_BRAINTREE STREET LI-1,0,,,,1.000000000000000,35.000000000000000,0.000000000000000,0.000000000000000,20.000000000000000,,,,,,#65345F,ART51-SUB013-0,ART51-Local Industrial,,,,GIS,5/7/2025 19:30:57,0.015211033882884,0.000005843772585,
CC-2,Allston/Brighton Neighborhood,51,7A-7D,Community Commercial,Commercial,Art51_CC-2,0,,,,2.000000000000000,45.000000000000000,0.000000000000000,0.000000000000000,20.000000000000000,,,,,,#990300,ART51-SUB016-0,ART51-Community Commercial,,,,GIS,5/7/2025 19:30:57,0.041946627798943,0.000014785194091,
BOSTON UNIVERSITY IS,Allston/Brighton Neighborhood,51,7A-7D,Institutional,Community/Institutional,Art51_BOSTON UNIVERSITY IS,0,,,,3.000000000000000,55.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,,,,,#004B6E,ART51-SUB014-0,ART51-Institutional,,,,GIS,5/7/2025 19:30:57,0.001731582295429,0.000000181107090,
BOSTON UNIVERSITY IS,Allston/Brighton Neighborhood,51,7A-7D,Institutional,Community/Institutional,Art51_BOSTON UNIVERSITY IS,0,,,,3.000000000000000,55.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,,,,,#004B6E,ART51-SUB014-0,ART51-Institutional,,,,GIS,5/7/2025 19:30:57,0.001500642916382,0.000000118229029,
BOSTON UNIVERSITY IS,Allston/Brighton Neighborhood,51,7A-7D,Institutional,Community/Institutional,Art51_BOSTON UNIVERSITY IS,0,,,,3.000000000000000,55.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,,,,,#004B6E,ART51-SUB014-0,ART51-Institutional,,,,GIS,5/7/2025 19:30:57,0.033873870493642,0.000017579326518,
ASHFORD ST LI-1,Allston/Brighton Neighborhood,51,7A-7D,Local Industrial,Industrial,Art51_ASHFORD ST LI-1,0,,,,1.000000000000000,35.000000000000000,0.000000000000000,0.000000000000000,20.000000000000000,,,,,,#65345F,ART51-SUB011-0,ART51-Local Industrial,,,,GIS,5/7/2025 19:30:57,0.011972123390084,0.000002035628441,
1F-4000,Allston/Brighton Neighborhood,51,7A-7D,One-Family Residential,Single-Family Residential,Art51_1F-4000,0,1 Family Detached,,,0.500000000000000,35.000000000000000,15.000000000000000,10.000000000000000,35.000000000000000,,2.500000000000000,,,,#c9be00,ART50-SUB033-0,ART50-One-Family Residential,,,,GIS,5/7/2025 19:30:57,0.016747685035778,0.000006466064504,
3F-4000,Allston/Brighton Neighborhood,51,7A-7D,Three-Family Residential,Medium Residential,Art51_3F-4000,0,"Semi-attached Dwelling, Row House Building, or Town House Building",,,0.800000000000000,35.000000000000000,20.000000000000000,10.000000000000000,40.000000000000000,,3.000000000000000,,,,#8B8400,ART51-SUB006-0,ART51-Three-Family Residential,,,,GIS,5/7/2025 19:30:57,0.007729578156460,0.000002711866838,
3F-4000,Allston/Brighton Neighborhood,51,7A-7D,Three-Family Residential,Medium Residential,Art51_3F-4000,0,"Semi-attached Dwelling, Row House Building, or Town House Building",,,0.800000000000000,35.000000000000000,20.000000000000000,10.000000000000000,40.000000000000000,,3.000000000000000,,,,#8B8400,ART51-SUB006-0,ART51-Three-Family Residential,,,,GIS,5/7/2025 19:30:57,0.014685053016689,0.000006426529736,
2F-5000,Allston/Brighton Neighborhood,51,7A-7D,Two-Family Residential,Medium Residential,Art51_2F-5000,0,1 or 2 Family Detached,,,0.600000000000000,35.000000000000000,20.000000000000000,10.000000000000000,30.000000000000000,,2.500000000000000,,,,#8B8400,ART51-SUB005-0,ART51-Two-Family Residential,,,,GIS,5/7/2025 19:30:57,0.013657205625281,0.000005942765882,
OS-P,Allston/Brighton Neighborhood,51,7A-7D,Parkland Open Space,Open Space,Art51_OS-P,0,,,,,,,,,,,,,,#38A800,ART51-SUB041-0,ART51-Parkland Open Space,,,,GIS,5/7/2025 19:30:57,0.001245818684389,0.000000063903133,"MULTIPOLYGON (((-71.133155259999967 42.359422718000076, -71.133118657999944 42.359550207000041, -71.133106085999941 42.359594003000041, -71.133105501999978 42.359596033000059, -71.133071237999957 42.359715381000058, -71.133071401999985 42.359715282000025, -71.133243069999935 42.359611886000039, -71.133243146999973 42.359611840000071, -71.133513844999982 42.359448515000054, -71.133476655999971 42.35943979700005, -71.133156355999972 42.359365281000066, -71.133155259999967 42.359422718000076)))"
LC-.5,Allston/Brighton Neighborhood,51,7A-7D,Local Convenience,Commercial,Art51_LC-.5,0,,,,0.500000000000000,15.000000000000000,0.000000000000000,0.000000000000000,20.000000000000000,,,,,,#990300,ART51-SUB029-0,ART51-Local Convenience,,,,GIS,5/7/2025 19:30:57,0.001472324950047,0.000000122917941,
3F-4000,Allston/Brighton Neighborhood,51,7A-7D,Three-Family Residential,Medium Residential,Art51_3F-4000,0,"Semi-attached Dwelling, Row House Building, or Town House Building",,,0.800000000000000,35.000000000000000,20.000000000000000,10.000000000000000,40.000000000000000,,3.000000000000000,,,,#8B8400,ART51-SUB006-0,ART51-Three-Family Residential,,,,GIS,5/7/2025 19:30:57,0.008202255378644,0.000003369466798,
OS-G,Allston/Brighton Neighborhood,51,7A-7D,Community Garden Open Space,Open Space,Art51_OS-G,0,,,,,,,,,,,,,,#38A800,ART51-SUB040-0,ART51-Community Garden Open Space,,,,GIS,5/7/2025 19:30:57,0.001476732800670,0.000000130415776,
GUEST STREET LI-2,Allston/Brighton Neighborhood,51,7A-7D,Local Industrial,Industrial,Art51_GUEST STREET LI-2,0,,,,2.000000000000000,45.000000000000000,5.000000000000000,0.000000000000000,12.000000000000000,,,,,,#65345F,ART51-SUB024-0,ART51-Local Industrial,,,,GIS,5/7/2025 19:30:57,0.028121223641341,0.000028780494412,
NS-.5,Allston/Brighton Neighborhood,51,7A-7D,Neighborhood Shopping,Commercial,Art51_NS-.5,0,,,,0.500000000000000,35.000000000000000,0.000000000000000,0.000000000000000,20.000000000000000,,,,,,#990300,ART51-SUB035-0,ART51-Neighborhood Shopping,,,,GIS,5/7/2025 19:30:57,0.003438163782426,0.000000470670391,
3F-4000,Allston/Brighton Neighborhood,51,7A-7D,Three-Family Residential,Medium Residential,Art51_3F-4000,0,"Semi-attached Dwelling, Row House Building, or Town House Building",,,0.800000000000000,35.000000000000000,20.000000000000000,10.000000000000000,40.000000000000000,,3.000000000000000,,,,#8B8400,ART51-SUB006-0,ART51-Three-Family Residential,,,,GIS,5/7/2025 19:30:57,0.017472580933572,0.000005484030567,
NS-1,Allston/Brighton Neighborhood,51,7A-7D,Neighborhood Shopping,Commercial,Art51_NS-1,0,,,,1.000000000000000,35.000000000000000,0.000000000000000,0.000000000000000,20.000000000000000,,,,,,#990300,ART51-SUB036-0,ART51-Neighborhood Shopping,,,,GIS,5/7/2025 19:30:57,0.014930202924531,0.000003915867804,
3F-4000,Allston/Brighton Neighborhood,51,7A-7D,Three-Family Residential,Medium Residential,Art51_3F-4000,0,"Semi-attached Dwelling, Row House Building, or Town House Building",,,0.800000000000000,35.000000000000000,20.000000000000000,10.000000000000000,40.000000000000000,,3.000000000000000,,,,#8B8400,ART51-SUB006-0,ART51-Three-Family Residential,,,,GIS,5/7/2025 19:30:57,0.004005015852038,0.000000594445566,
2F-5000,Allston/Brighton Neighborhood,51,7A-7D,Two-Family Residential,Medium Residential,Art51_2F-5000,0,1 or 2 Family Detached,,,0.600000000000000,35.000000000000000,20.000000000000000,10.000000000000000,30.000000000000000,,2.500000000000000,,,,#8B8400,ART51-SUB005-0,ART51-Two-Family Residential,,,,GIS,5/7/2025 19:30:57,0.073836246009178,0.000039233587457,
NS-.5,Allston/Brighton Neighborhood,51,7A-7D,Neighborhood Shopping,Commercial,Art51_NS-.5,0,,,,0.500000000000000,35.000000000000000,0.000000000000000,0.000000000000000,20.000000000000000,,,,,,#990300,ART51-SUB035-0,ART51-Neighborhood Shopping,,,,GIS,5/7/2025 19:30:57,0.005634545689593,0.000001034806502,
N BEACON STREET LI-1,Allston/Brighton Neighborhood,51,7A-7D,Local Industrial,Industrial,Art51_N BEACON STREET LI-1,0,,,,1.000000000000000,35.000000000000000,0.000000000000000,0.000000000000000,20.000000000000000,,,,,,#65345F,ART51-SUB034-0,ART51-Local Industrial,,,,GIS,5/7/2025 19:30:57,0.005019609811441,0.000001324801048,
OS-P,Allston/Brighton Neighborhood,51,7A-7D,Parkland Open Space,Open Space,Art51_OS-P,0,,,,,,,,,,,,,,#38A800,ART51-SUB041-0,ART51-Parkland Open Space,,,,GIS,5/7/2025 19:30:57,0.009414867906975,0.000002446096547,
Boston Landing CC-1,Allston/Brighton Neighborhood,51,7A-7D,Community Commercial,Commercial,Art51_CC-1,,,,,1.000000000000000,35.000000000000000,0.000000000000000,0.000000000000000,20.000000000000000,,,,,,#990300,ART51-SUB015-0,ART51-Community Commercial,Height/FAR vary by street in table,,,GIS,5/7/2025 19:30:57,0.009384217400399,0.000004096445404,
NS-1,Allston/Brighton Neighborhood,51,7A-7D,Neighborhood Shopping,Commercial,Art51_NS-1,0,,,,1.000000000000000,35.000000000000000,0.000000000000000,0.000000000000000,20.000000000000000,,,,,,#990300,ART51-SUB036-0,ART51-Neighborhood Shopping,,,,GIS,5/7/2025 19:30:57,0.009695740773866,0.000001577706890,
Western Avenue/Soldiers Field Road CC-1,Allston/Brighton Neighborhood,51,7B-7D,Community Commercial,Commercial,Art51_Western Avenue/Soldiers Field Road CC-2,0,,,,4.000000000000000,,0.000000000000000,0.000000000000000,0.000000000000000,,,,,,#990300,ART51-SUB046-0,ART51-Community Commercial,,,,GIS,5/7/2025 19:30:57,0.005046794328539,0.000001338262218,"MULTIPOLYGON (((-71.130416967999963 42.364344961000029, -71.131143580999947 42.363091270000041, -71.129777054999977 42.363184119000039, -71.129149343999984 42.363656238000033, -71.130416967999963 42.364344961000029)))"
CC-3,Mission Hill Neighborhood,59,6D,Community Commercial,Commercial,Art59_CC-3,0,,,,3.000000000000000,55.000000000000000,,,20.000000000000000,,,,,,#990300,ART59-SUB007-0,ART59-Community Commercial,,,,GIS,5/7/2025 19:30:57,0.006580675224552,0.000001975876094,"MULTIPOLYGON (((-71.093003408999948 42.33815323500005, -71.093542185999979 42.338141034000046, -71.093615257999943 42.33832060900005, -71.093691913999976 42.338522226000066, -71.094057088999989 42.33834468200007, -71.094689824999989 42.338073098000052, -71.095050243999935 42.337914829000056, -71.09556145099998 42.337678692000054, -71.093653720999953 42.336949536000077, -71.09289479399996 42.338161070000069, -71.093003408999948 42.33815323500005)))"
WENTWORTH INSTITITE IS,Mission Hill Neighborhood,59,6D,Institutional,Community/Institutional,Art59_WENTWORTH INSTITITE IS,,,,,,,,,,,,,,,#004B6E,ART59-SUB025-0,ART59-Institutional,,,,GIS,5/7/2025 19:30:57,0.003643100602858,0.000000607547725,"MULTIPOLYGON (((-71.093691913999976 42.338522226000066, -71.093615257999943 42.33832060900005, -71.093542185999979 42.338141034000046, -71.093003408999948 42.33815323500005, -71.09289479399996 42.338161070000069, -71.092316853999932 42.339092806000053, -71.092498052999986 42.339014735000035, -71.093583517999946 42.338578656000038, -71.093691913999976 42.338522226000066)))"
PILOT HOUSE EXTENSION,Harborpark: North End Waterfront,42A,1E-1F,Pilot House Extension,Commercial,Art42A_PILOT HOUSE EXTENSION,0,,,,,,,,,,,,,,#990300,ART42A-SUB020-0,ART42A-Pilot House Extension,must be consistent with existing Pilot House Ext. massing,,,GIS,5/7/2025 19:30:57,0.002281721782097,0.000000159834616,"MULTIPOLYGON (((-71.051067410999963 42.363974075000044, -71.050873699999954 42.363949729000069, -71.050109077999934 42.363865924000038, -71.050080210999965 42.364032167000062, -71.050880738999979 42.364112341000066, -71.051067735999936 42.364130245000069, -71.051067410999963 42.363974075000044)))"
OS-RC,Allston/Brighton Neighborhood,51,7A-7D,Recreation Open Space,Open Space,Art51_OS-RC,0,,,,,,,,,,,,,,#38A800,ART51-SUB042-0,ART51-Recreation Open Space,,,,GIS,5/7/2025 19:30:57,0.006414547700959,0.000001921223788,
3F-4000,Allston/Brighton Neighborhood,51,7A-7D,Three-Family Residential,Medium Residential,Art51_3F-4000,0,"Semi-attached Dwelling, Row House Building, or Town House Building",,,0.800000000000000,35.000000000000000,20.000000000000000,10.000000000000000,40.000000000000000,,3.000000000000000,,,,#8B8400,ART51-SUB006-0,ART51-Three-Family Residential,,,,GIS,5/7/2025 19:30:57,0.030763885132146,0.000017696038329,
3F-4000,Allston/Brighton Neighborhood,51,7A-7D,Three-Family Residential,Medium Residential,Art51_3F-4000,0,"Semi-attached Dwelling, Row House Building, or Town House Building",,,0.800000000000000,35.000000000000000,20.000000000000000,10.000000000000000,40.000000000000000,,3.000000000000000,,,,#8B8400,ART51-SUB006-0,ART51-Three-Family Residential,,,,GIS,5/7/2025 19:30:57,0.020498878616032,0.000011883719259,
OS-RC,Allston/Brighton Neighborhood,51,7A-7D,Recreation Open Space,Open Space,Art51_OS-RC,0,,,,,,,,,,,,,,#38A800,ART51-SUB042-0,ART51-Recreation Open Space,,,,GIS,5/7/2025 19:30:57,0.011389434038888,0.000006788663793,
ALLSTON LANDING NORTH EDA,Allston/Brighton Neighborhood,51,7A-7D,Economic Development Area,Mixed-Use,Art51_ALLSTON LANDING NORTH EDA,0,,,,2.000000000000000,40.000000000000000,0.000000000000000,0.000000000000000,20.000000000000000,,,,,,#ad3800,ART51-SUB009-0,ART51-Economic Development Area,,,,GIS,5/7/2025 19:30:57,0.033051926692569,0.000035840555921,
MFR-1,Allston/Brighton Neighborhood,51,7A-7D,Multifamily Residential,Medium Residential,Art51_MFR-1,0,1 or 2 Family Detached Dwelling or Semi-Attached Dwelling,,,,35.000000000000000,20.000000000000000,10.000000000000000,30.000000000000000,,3.000000000000000,,,,#8B8400,ART51-SUB032-0,ART51-Multifamily Residential,,,,GIS,5/7/2025 19:30:57,0.009456923103381,0.000003566729813,
Barrys Corner CC-1,Allston/Brighton Neighborhood,51,7A-7D,Community Commercial,Commercial,Art51_CC-1,0,Western Avenue/Soldiers Field Road Community Commercial Subdistrict CC-1,,,1.000000000000000,35.000000000000000,0.000000000000000,0.000000000000000,20.000000000000000,,,,,,#990300,ART51-SUB015-0,ART51-Community Commercial,,,,GIS,5/7/2025 19:30:57,0.009077944059211,0.000002851335905,
HARVARD UNIVERSITY IS,Allston/Brighton Neighborhood,51,7A-7D,Institutional,Community/Institutional,Art51_HARVARD UNIVERSITY IS,0,,,,1.000000000000000,55.000000000000000,20.000000000000000,,,,,,,,#004B6E,ART51-SUB026-0,ART51-Institutional,,,,GIS,5/7/2025 19:30:57,0.003503265092511,0.000000528969417,
2F-5000,Allston/Brighton Neighborhood,51,7A-7D,Two-Family Residential,Medium Residential,Art51_2F-5000,0,1 or 2 Family Detached,,,0.600000000000000,35.000000000000000,20.000000000000000,10.000000000000000,30.000000000000000,,2.500000000000000,,,,#8B8400,ART51-SUB005-0,ART51-Two-Family Residential,,,,GIS,5/7/2025 19:30:57,0.034487632039933,0.000016504929927,
NS-1,Allston/Brighton Neighborhood,51,7A-7D,Neighborhood Shopping,Commercial,Art51_NS-1,0,,,,1.000000000000000,35.000000000000000,0.000000000000000,0.000000000000000,20.000000000000000,,,,,,#990300,ART51-SUB036-0,ART51-Neighborhood Shopping,,,,GIS,5/7/2025 19:30:57,0.005349916012950,0.000001091412485,
3F-4000,Allston/Brighton Neighborhood,51,7A-7D,Three-Family Residential,Medium Residential,Art51_3F-4000,0,"Semi-attached Dwelling, Row House Building, or Town House Building",,,0.800000000000000,35.000000000000000,20.000000000000000,10.000000000000000,40.000000000000000,,3.000000000000000,,,,#8B8400,ART51-SUB006-0,ART51-Three-Family Residential,,,,GIS,5/7/2025 19:30:57,0.009475214460718,0.000001595719019,
NS-1,Allston/Brighton Neighborhood,51,7A-7D,Neighborhood Shopping,Commercial,Art51_NS-1,0,,,,1.000000000000000,35.000000000000000,0.000000000000000,0.000000000000000,20.000000000000000,,,,,,#990300,ART51-SUB036-0,ART51-Neighborhood Shopping,,,,GIS,5/7/2025 19:30:57,0.005060276087408,0.000000924478626,
OS-RC,Allston/Brighton Neighborhood,51,7A-7D,Recreation Open Space,Open Space,Art51_OS-RC,0,,,,,,,,,,,,,,#38A800,ART51-SUB042-0,ART51-Recreation Open Space,,,,GIS,5/7/2025 19:30:57,0.002766338091746,0.000000444104163,
MFR-1,Allston/Brighton Neighborhood,51,7A-7D,Multifamily Residential,Medium Residential,Art51_MFR-1,0,1 or 2 Family Detached Dwelling or Semi-Attached Dwelling,,,,35.000000000000000,20.000000000000000,10.000000000000000,30.000000000000000,,3.000000000000000,,,,#8B8400,ART51-SUB032-0,ART51-Multifamily Residential,,,,GIS,5/7/2025 19:30:57,0.012793668564702,0.000004311700953,
OS-A,Allston/Brighton Neighborhood,51,7A-7D,Air-Right Open Space,Open Space,Art51_OS-A,0,,,,,,,,,,,,,,#38A800,ART51-SUB037-0,ART51-Air-Right Open Space,,,,GIS,5/7/2025 19:30:57,0.014009595889092,0.000002340516801,
Everett/Telford CC-1,Allston/Brighton Neighborhood,51,7A-7D,Community Commercial,Commercial,Art51_CC-1,,,,,1.000000000000000,35.000000000000000,0.000000000000000,0.000000000000000,20.000000000000000,,,,,,#990300,ART51-SUB015-0,ART51-Community Commercial,,,,GIS,5/7/2025 19:30:57,0.030269751675310,0.000018905894679,
2F-5000,Allston/Brighton Neighborhood,51,7A-7D,Two-Family Residential,Medium Residential,Art51_2F-5000,0,1 or 2 Family Detached,,,0.600000000000000,35.000000000000000,20.000000000000000,10.000000000000000,30.000000000000000,,2.500000000000000,,,,#8B8400,ART51-SUB005-0,ART51-Two-Family Residential,,,,GIS,5/7/2025 19:30:57,0.005008078748960,0.000001300408230,
NS-1,Allston/Brighton Neighborhood,51,7A-7D,Neighborhood Shopping,Commercial,Art51_NS-1,0,,,,1.000000000000000,35.000000000000000,0.000000000000000,0.000000000000000,20.000000000000000,,,,,,#990300,ART51-SUB036-0,ART51-Neighborhood Shopping,,,,GIS,5/7/2025 19:30:57,0.012589490669042,0.000003944344132,
2F-5000,Allston/Brighton Neighborhood,51,7A-7D,Two-Family Residential,Medium Residential,Art51_2F-5000,0,1 or 2 Family Detached,,,0.600000000000000,35.000000000000000,20.000000000000000,10.000000000000000,30.000000000000000,,2.500000000000000,,,,#8B8400,ART51-SUB005-0,ART51-Two-Family Residential,,,,GIS,5/7/2025 19:30:57,0.018075205188494,0.000010024581229,
OS-P,Allston/Brighton Neighborhood,51,7A-7D,Parkland Open Space,Open Space,Art51_OS-P,0,,,,,,,,,,,,,,#38A800,ART51-SUB041-0,ART51-Parkland Open Space,,,,GIS,5/7/2025 19:30:57,0.036184755449535,0.000057083175840,
BOSTON COLLEGE IS,Allston/Brighton Neighborhood,51,7A-7D,Institutional,Community/Institutional,Art51_BOSTON COLLEGE IS,0,,,,1.000000000000000,55.000000000000000,20.000000000000000,0.000000000000000,0.000000000000000,,,,,,#004B6E,ART51-SUB012-0,ART51-Institutional,,,,GIS,5/7/2025 19:30:57,0.026179703618428,0.000026799363723,
2F-5000,Allston/Brighton Neighborhood,51,7A-7D,Two-Family Residential,Medium Residential,Art51_2F-5000,0,1 or 2 Family Detached,,,0.600000000000000,35.000000000000000,20.000000000000000,10.000000000000000,30.000000000000000,,2.500000000000000,,,,#8B8400,ART51-SUB005-0,ART51-Two-Family Residential,,,,GIS,5/7/2025 19:30:57,0.010141309673756,0.000004794625613,
MFR-1,Allston/Brighton Neighborhood,51,7A-7D,Multifamily Residential,Medium Residential,Art51_MFR-1,0,1 or 2 Family Detached Dwelling or Semi-Attached Dwelling,,,,35.000000000000000,20.000000000000000,10.000000000000000,30.000000000000000,,3.000000000000000,,,,#8B8400,ART51-SUB032-0,ART51-Multifamily Residential,,,,GIS,5/7/2025 19:30:57,0.022474311555653,0.000011332480788,
3F-4000,Allston/Brighton Neighborhood,51,7A-7D,Three-Family Residential,Medium Residential,Art51_3F-4000,0,"Semi-attached Dwelling, Row House Building, or Town House Building",,,0.800000000000000,35.000000000000000,20.000000000000000,10.000000000000000,40.000000000000000,,3.000000000000000,,,,#8B8400,ART51-SUB006-0,ART51-Three-Family Residential,,,,GIS,5/7/2025 19:30:57,0.010599538703175,0.000004406857940,
OS-P,Allston/Brighton Neighborhood,51,7A-7D,Parkland Open Space,Open Space,Art51_OS-P,0,,,,,,,,,,,,,,#38A800,ART51-SUB041-0,ART51-Parkland Open Space,,,,GIS,5/7/2025 19:30:57,0.001754755611168,0.000000180359729,
3F-6000,Allston/Brighton Neighborhood,51,7A-7D,Three-Family Residential,Medium Residential,Art51_3F-6000,0,"Semi-attached Dwelling, Row House Building, or Town House Building",,,0.800000000000000,35.000000000000000,20.000000000000000,10.000000000000000,30.000000000000000,,3.000000000000000,,,,#8B8400,ART51-SUB008-0,ART51-Three-Family Residential,,,,GIS,5/7/2025 19:30:57,0.020107127059311,0.000010510629948,
MFR-1,Allston/Brighton Neighborhood,51,7A-7D,Multifamily Residential,Medium Residential,Art51_MFR-1,0,1 or 2 Family Detached Dwelling or Semi-Attached Dwelling,,,,35.000000000000000,20.000000000000000,10.000000000000000,30.000000000000000,,3.000000000000000,,,,#8B8400,ART51-SUB032-0,ART51-Multifamily Residential,,,,GIS,5/7/2025 19:30:57,0.018017961814523,0.000004672675608,
